gene,Chromosome_name,Strand,Description,Cluster,mESCs_pbulk_Rlog_rep1,mESCs_pbulk_Rlog_rep2,mESCs_pbulk_Rlog_rep3,PGNs_pbulk_Rlog_rep1,PGNs_pbulk_Rlog_rep2,PGNs_pbulk_Rlog_rep3,DNs_pbulk_Rlog_rep1,DNs_pbulk_Rlog_rep2,DNs_pbulk_Rlog_rep3,OLGs_pbulk_Rlog_rep1,OLGs_pbulk_Rlog_rep2,OLGs_pbulk_Rlog_rep3,OLGs_vs_mESCs_LogFC,OLGs_vs_mESCs_pvalue,OLGs_vs_mESCs_padj,DNs_vs_mESCs_LogFC,DNs_vs_mESCs_pvalue,DNs_vs_mESCs_padj,PGNs_vs_mESCs_LogFC,PGNs_vs_mESCs_pvalue,PGNs_vs_mESCs_padj,DNs_vs_OLGs_LogFC,DNs_vs_OLGs_pvalue,DNs_vs_OLGs_padj,PGNs_vs_OLGs_LogFC,PGNs_vs_OLGs_pvalue,PGNs_vs_OLGs_padj,DNs_vs_PGNs_LogFC,DNs_vs_PGNs_pvalue,DNs_vs_PGNs_padj,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,      
Klf5,14,1.0,Kruppel-like factor 5 [Source:MGI Symbol;Acc:MGI:1338056]      ,2,5.501994248,5.20257554,5.443478057,2.875569335,3.0736273439999997,2.733525095,2.166373814,2.309117664,3.3781705769999997,1.77274008,1.9397503809999999,1.8369047509999998,5.18718267,6.27e-06,2.05e-05,3.6141111510000004,1.54e-07,4.65e-07,3.3770586889999996,2.95e-09,9.340000000000001e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Klf6,13,1.0,Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]      ,3,7.679314616,9.526514145,8.501162989,7.295990791,7.182796261,7.450128324,7.649537893,7.8762133389999995,7.4769176989999995,8.154410378,7.961382102000001,7.65003905,1.119500666,0.019337082,0.037163102,1.470621526,0.001587249,0.003124508,1.9664969330000002,2.3199999999999998e-05,5.3299999999999995e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Klf8,X,1.0,Kruppel-like factor 8 [Source:MGI Symbol;Acc:MGI:2442430]      ,2,3.6404445389999998,3.65875077,5.034548475,2.91727722,3.103872082,3.026392388,3.528776182,3.4926354139999995,3.603006853,1.867192501,3.2151304689999995,1.919791515,2.942250359,0.016386767,0.032053017999999996,nan,nan,nan,1.8674107309999999,0.015908699,0.025961223999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Lef1,3,1.0,lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]      ,3,4.890772027,3.92976217,4.3120355880000005,1.85058033,0.57198951,1.9552917419999998,0.654759587,0.723318797,1.7407125490000002,1.255075714,1.414496861,1.3163246640000001,4.5439371180000006,0.00046717,0.001199889,5.010596975,9.620000000000001e-05,0.00021995,4.023401017,5.8599999999999995e-05,0.000129211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Lhx2,2,1.0,LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]      ,6,-1.182393714,-1.193275544,-1.2074937940000001,4.91153467,5.160546288,5.323435613,0.395627959,0.5255689339999999,0.445551365,2.4858639719999998,3.433879839,4.1008339430000005,-10.68359324,1.09e-18,9.45e-18,nan,nan,nan,-12.69731892,1.79e-28,1.46e-27,4.769250998,0.000166096,0.001064913,-2.013725682,0.008050349,0.027438326000000002,-6.78297668,2.27e-08,3.89e-07,nan,nan,nan,nan,nan,nan,nan,nan,      
Maf,8,-1.0,avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909]      ,4,0.0038155740000000004,1.479227624,0.472400795,2.7271613180000003,3.471273655,3.749828542,3.55493314,2.140828954,3.225850283,4.8040607060000005,3.005317285,4.516699279,-5.334732387,2.93e-06,9.93e-06,-3.7372217030000003,0.001170337,0.0023452729999999997,-4.09470643,0.000245694,0.000508196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mafb,2,-1.0,v-maf musculoaponeurotic fibrosarcoma oncogene family  protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]     ,4,-0.259118737,2.317094377,-0.269008989,2.339711403,3.35894861,2.717584458,1.84200685,3.440809013,1.9019741999999997,2.668317348,5.108573241,3.840048885,-3.6815451869999998,0.014940666000000002,0.029460571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555],nan,nan,nan,nan,nan,nan,  protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]     
Mafg,11,-1.0,v-maf musculoaponeurotic fibrosarcoma oncogene family  protein G (avian) [Source:MGI Symbol;Acc:MGI:96911]     ,1,5.423577537999999,5.245667913999999,6.097952877000001,6.235010883999999,6.022891223999999,6.4337460779999995,6.697821726,6.473323541,6.759249117,6.367545411,6.180704948,6.0374595829999995,nan,nan,nan,-1.364856036,0.00018433099999999998,0.00040709800000000005,-0.819176108,0.024478535,0.038801029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, protein G (avian) [Source:MGI Symbol;Acc:MGI:96911],nan,nan,nan,nan,nan,nan,  protein G (avian) [Source:MGI Symbol;Acc:MGI:96911]     
Maz,7,-1.0,MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823]      ,2,6.392991675,6.351898997,6.528760805,2.9159250410000004,3.380597378,3.892942891,5.681123166,5.253571718,6.0766282679999994,2.645070557,3.825147788,4.258888975,3.803805717,7.5e-06,2.4299999999999998e-05,0.895688862,0.007986627,0.014228648,4.148824389,7.93e-16,3.66e-15,-2.9081168539999998,0.000673172,0.003613608,nan,nan,nan,3.2531355260000003,1.6300000000000002e-09,3.4500000000000005e-08,nan,nan,nan,nan,nan,nan,nan,nan,      
Mbd2,18,1.0,methyl-CpG binding domain protein 2 [Source:MGI Symbol;Acc:MGI:1333813]      ,6,4.1572715119999994,4.779586909,4.405080782,5.359556693,5.46401513,5.528479015,5.181756275,4.8539096619999995,4.505190367,5.602008625,5.118818709,4.706112484,nan,nan,nan,nan,nan,nan,-1.370789421,0.000290047,0.00059542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mecp2,X,-1.0,methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]      ,1,4.238779471,4.460409582,4.596184848,6.789912504,6.56458488,6.769015027000001,6.603731496,6.994499493999999,6.87442209,6.123982322000001,5.168019759,6.496200103,-2.3721755190000002,1.15e-10,5.94e-10,-3.377485697,9.93e-38,1.52e-36,-3.224133733,1.92e-36,2.2799999999999997e-35,-1.005310178,0.009005689,0.032163335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mef2a,7,-1.0,myocyte enhancer factor 2A [Source:MGI Symbol;Acc:MGI:99532]      ,6,4.90696855,4.758228531,4.669603932,6.724062347,6.903814044,7.007528388,5.614236932000001,6.017601179,6.038647189,6.182747491000001,5.786698134,5.251029989,-1.476169847,8.840000000000001e-05,0.000251517,-1.596122761,4.98e-09,1.67e-08,-2.896765275,1.32e-37,1.65e-36,nan,nan,nan,-1.4205954280000002,0.00023359700000000002,0.001296809,-1.300642514,5.6e-06,6.04e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Meis1,11,-1.0,Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717]      ,5,2.456815126,4.967191041,4.321217088,0.9135131679999999,1.00812613,1.833898465,2.077259513,2.758032415,2.13693221,4.499463378,3.745860325,4.796550137,nan,nan,nan,2.746325987,0.009540324000000001,0.016751182,4.751346793,0.000196062,0.000409285,2.952276665,0.00798714,0.029124822999999998,4.957297471,0.000171664,0.000986273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Meis2,2,-1.0,Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]      ,6,5.393594234,4.396240054,4.422859917,6.815923666000001,6.656150202999999,6.68001403,1.872717905,1.971211641,1.9138401390000002,4.9756425680000005,2.575743122,5.939783517,nan,nan,nan,5.079856881,6.03e-06,1.57e-05,-2.376955213,2.71e-05,6.2e-05,5.476350332999999,3.04e-06,2.94e-05,-1.9804617619999998,0.003332704,0.013136736000000001,-7.456812094,1.96e-10,4.76e-09,nan,nan,nan,nan,nan,nan,nan,nan,      
Mitf,6,1.0,melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]      ,5,4.222599299,3.452680032,3.787675342,2.650205316,3.595256884,3.64064092,2.221252287,2.354022432,1.394750996,4.523141759,3.1815462610000003,3.069582203,nan,nan,nan,2.995375422,0.005303004,0.009686543,nan,nan,nan,2.964848205,0.011464428,0.039202736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Msx2,13,-1.0,msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]      ,3,2.150881491,4.983660411000001,2.7524908339999996,-0.174660795,-0.043182077,-0.099017979,0.110113246,0.228852267,0.16010587699999998,0.7702250759999999,0.914402182,0.825617327,nan,nan,nan,4.325771511,0.022028837000000002,0.036376566,4.760711027,0.010820843,0.018151054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mxi1,19,1.0,MAX interactor 1  dimerization protein [Source:MGI Symbol;Acc:MGI:97245]     ,4,5.520933062,4.999341057,5.547165128,6.144345737999999,5.643937949,5.463059296,5.582513425,5.888223235,5.72082336,6.959878077000001,6.627977605,6.833222341,-1.953043923,6.81e-08,2.74e-07,nan,nan,nan,nan,nan,nan,1.461491681,0.000360022,0.002108537,1.375177604,0.000443915,0.002277662,nan,nan,nan,nan, dimerization protein [Source:MGI Symbol;Acc:MGI:97245],nan,nan,nan,nan,nan,nan,  dimerization protein [Source:MGI Symbol;Acc:MGI:97245]     
Myb,10,-1.0,myeloblastosis oncogene [Source:MGI Symbol;Acc:MGI:97249]      ,3,2.329221108,2.517366683,2.8008845960000004,1.646421284,0.50275814,1.277696323,0.557812734,0.604289831,1.5357810090000001,1.096043111,3.022338022,1.148777937,nan,nan,nan,2.901048977,0.02660908,0.043378285999999995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mybl1,1,-1.0,myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]      ,3,3.297521333,2.8672160489999996,3.400357399,0.467676211,0.528115572,0.502679406,1.5820405880000001,2.24930239,1.6358195969999998,2.33739336,1.329029279,1.240581432,nan,nan,nan,nan,nan,nan,5.024962975,5.0900000000000004e-05,0.00011301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mybl2,2,1.0,myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]      ,3,8.639997364,7.934936763,8.539278012999999,2.438597193,2.125584927,2.549954541,2.848088919,1.488025559,1.4237921340000002,1.997637196,2.1440665780000003,3.289937727,7.635927324,6.14e-11,3.2599999999999996e-10,8.283802569,8e-16,4.11e-15,7.761480842,2.64e-28,2.1399999999999998e-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Myc,15,1.0,myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]      ,3,6.169108427,6.134012769,6.613801195,2.39058296,3.178860433,2.834380677,2.7831945360000003,2.9502390380000003,1.4089534259999998,3.743641324,2.060331188,1.954428216,4.600530056,1.25e-05,3.96e-05,5.132353356,8.73e-11,3.31e-10,4.643065153999999,8.98e-15,3.93e-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Mycn,12,-1.0,v-myc avian myelocytomatosis viral related oncogene  neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]     ,3,7.618143605,7.02019906,7.647558919,3.255162002,3.984007515,3.7467626139999997,3.681695043,4.419019843,2.667275937,2.366119528,2.4986742790000003,3.529112542,6.327445677999999,4.0300000000000004e-08,1.66e-07,4.744449159,3.05e-18,1.77e-17,4.864645516,1.42e-22,8.990000000000001e-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357],nan,nan,nan,nan,nan,nan,  neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]     
Nanog,6,1.0,Nanog homeobox [Source:MGI Symbol;Acc:MGI:1919200]      ,3,7.478829188,6.978737429,7.345673645,0.45127832700000003,0.575653194,0.524340951,0.7167092909999999,2.014958332,0.762662675,1.4400265559999998,1.615124691,1.50729854,7.582475571,1.15e-10,5.94e-10,8.060219144,4.980000000000001e-12,2.0600000000000002e-11,9.411151226,2.2799999999999996e-16,1.08e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Neurod1,2,-1.0,neurogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:1339708]      ,6,3.35012664,4.643766557,4.1279932839999995,6.2596684620000005,6.122076245,5.895707484,1.422497041,2.47593475,1.463522353,1.9831802459999999,2.1253847930000003,3.868915131,nan,nan,nan,3.777244683,0.0007797969999999999,0.001601014,-2.474061185,3.44e-06,8.48e-06,nan,nan,nan,-4.256688828,0.00011721899999999999,0.00070234,-6.251305867999999,1.2099999999999998e-07,1.78e-06,nan,nan,nan,nan,nan,nan,nan,nan,      
Neurod2,11,-1.0,neurogenic differentiation 2 [Source:MGI Symbol;Acc:MGI:107755]      ,6,-0.945236002,-0.9584999470000001,-0.975856627,7.556937219,7.569214666000001,7.6294241529999995,0.874713449,0.984978063,3.308923866,4.327269758,3.783592775,1.633723429,-10.41394758,3.9e-19,3.48e-18,-8.404396279,2.06e-12,8.74e-12,-15.18988893,7.659999999999999e-44,1.25e-42,nan,nan,nan,-4.775941341,6.78e-14,1.59e-12,-6.785492646,1.6000000000000002e-19,1.0599999999999999e-17,nan,nan,nan,nan,nan,nan,nan,nan,      
Neurog2,3,1.0,neurogenin 2 [Source:MGI Symbol;Acc:MGI:109619]      ,4,-0.7425382909999999,-0.743990998,-0.745852286,1.963366524,0.784322448,1.8646802059999998,-0.063730618,0.04250504,-0.019002272,1.664504681,2.597635486,0.576430022,-8.479265066,1.6399999999999999e-07,6.36e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfat5,8,1.0,nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]      ,6,6.269559878,6.361487189,6.098276879,6.912823789,7.0451083,6.741717002000001,6.373960841000001,6.086689936,6.316973052000001,6.433808002999999,6.370881077000001,5.847262166,nan,nan,nan,nan,nan,nan,-0.899950389,2.05e-05,4.74e-05,nan,nan,nan,-0.910443668,0.008759653000000001,0.029446572999999997,-0.868839967,0.001053798,0.006038604,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfatc1,18,-1.0,nuclear factor of activated T cells  cytoplasmic  calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]    ,4,-1.7701768619999998,1.043869137,-1.797600483,-0.386252428,0.975726463,0.903056993,-0.063974368,0.06851230400000001,-0.00819357,2.071990681,6.134037481,3.86298452,-4.871966985,0.00525065,0.011240597,nan,nan,nan,nan,nan,nan,5.087806028,0.008008000999999999,0.029184515,nan,nan,nan,nan,nan,nan,nan, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469],nan,nan,nan,nan,nan,  cytoplasmic  calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]    
Nfatc2,2,-1.0,nuclear factor of activated T cells  cytoplasmic  calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]    ,1,0.8274956459999999,1.200722833,0.716051262,3.303481681,4.033530908,4.298626318,4.285533526,4.483388525,4.368562835,1.8337458180000001,5.07424433,5.508362252,-6.291687848,2.2700000000000002e-18,1.94e-17,-5.682094038,8.320000000000001e-17,4.480000000000001e-16,-5.098084622,7.71e-14,3.2200000000000004e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463],nan,nan,nan,nan,nan,  cytoplasmic  calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]    
Nfatc3,8,1.0,nuclear factor of activated T cells  cytoplasmic  calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]    ,3,5.466689747999999,5.522949131,5.682185047999999,3.117413818,4.0270988480000005,4.284777406,3.941603703,4.117505767,3.247592455,4.446395003,5.383445981,4.153255888,nan,nan,nan,2.438691583,9.3e-06,2.3800000000000003e-05,2.318384269,1.85e-06,4.68e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296],nan,nan,nan,nan,nan,  cytoplasmic  calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]    
Nfe2l1,11,-1.0,nuclear factor  erythroid derived 2 -like 1 [Source:MGI Symbol;Acc:MGI:99421]    ,1,7.520655157999999,7.191254376,7.717378365,8.447498071,8.621554826,8.584515569,8.75745304,8.809680413999999,8.748139366,8.543296578,7.691855746,7.4439254120000005,-0.7037578179999999,0.021358191000000002,0.040484029,-1.717657727,3.25e-10,1.18e-09,-1.432128153,1.37e-07,3.82e-07,-1.01389991,0.001124823,0.005626713,nan,nan,nan,nan,nan,nan,nan, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421],nan,nan,nan,nan,nan,  erythroid derived 2 -like 1 [Source:MGI Symbol;Acc:MGI:99421]    
Nfe2l2,2,-1.0,nuclear factor  erythroid derived 2  like 2 [Source:MGI Symbol;Acc:MGI:108420]    ,5,7.456335998999999,7.053941924,7.352568894,2.613319711,3.4668757930000003,3.392331721,4.4354605430000005,4.469864974,2.249648277,5.989212079,6.131589067999999,5.978627906,1.577879628,3.05e-05,9.240000000000001e-05,4.303382183,3.2000000000000003e-19,1.95e-18,5.735076971,7.24e-22,4.46e-21,2.725502555,4.56e-07,5.23e-06,4.157197343,9.97e-11,1.6399999999999997e-09,nan,nan,nan,nan, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420],nan,nan,nan,nan,nan,  erythroid derived 2  like 2 [Source:MGI Symbol;Acc:MGI:108420]    
Nfia,4,1.0,nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]      ,4,3.291659899,4.476021867,3.09735203,7.016191587000001,7.034451109,7.10754971,4.037887552,3.2222799419999997,3.8702596810000003,6.902286547999999,7.508844159,7.050293207,-4.561304184,9.030000000000001e-17,7.05e-16,nan,nan,nan,-4.399994447,1.25e-16,6.03e-16,4.687569393,1.5800000000000002e-10,3.27e-09,nan,nan,nan,-4.526259656000001,3.3500000000000003e-10,7.780000000000001e-09,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfib,4,-1.0,nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]      ,6,5.328551342,4.308625524,5.673394984,8.838939203999999,8.964231794,8.910274788999999,5.036784875,4.922061978,5.508437515,8.217264693999999,7.892384995,8.207419286,-3.9103859439999997,1.8599999999999997e-18,1.6e-17,nan,nan,nan,-4.879662944,1.13e-29,9.760000000000001e-29,4.021617619,4.38e-14,1.34e-12,nan,nan,nan,-4.990894619,1.0199999999999999e-21,8.05e-20,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfic,10,-1.0,nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]      ,4,3.865918101,4.400272033,4.79464726,5.784602045,6.188054806,6.247795411,5.835916029,5.123933897,5.818508781,7.922307979,7.403577656,7.106507624,-4.2382435119999995,6.859999999999999e-23,7.52e-22,-1.7798543869999999,8.71e-05,0.000200167,-2.382983155,2.33e-08,6.900000000000001e-08,2.458389125,2.05e-07,2.49e-06,1.855260357,3.48e-05,0.000239336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfkb2,19,1.0,nuclear factor of kappa light polypeptide gene enhancer in B cells 2  p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]     ,3,3.4680796239999996,4.551512607,4.7078112569999995,0.378325185,1.483970594,1.418878418,0.573292746,0.65577319,0.607916224,2.495958138,1.4038641859999998,2.568108051,2.844521227,0.024346992999999997,0.045585859000000006,5.655058904,8.89e-06,2.2800000000000002e-05,4.665975917,8.6e-05,0.000186543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800],nan,nan,nan,nan,nan,nan,  p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]     
Nfyb,10,-1.0,nuclear transcription factor-Y beta [Source:MGI Symbol;Acc:MGI:97317]      ,2,8.517666477,8.014175466000001,8.349953011,7.721471102000001,7.73408788,8.000252847,6.796672977999999,7.095699496,6.818602577,7.45359155,7.05242688,6.1760441639999994,1.729710895,1.8600000000000002e-07,7.2e-07,1.877889981,3.81e-11,1.48e-10,0.632149875,0.014808005,0.024280276,nan,nan,nan,-1.09756102,0.0011994269999999999,0.005436295,-1.245740106,2.07e-05,0.000195713,nan,nan,nan,nan,nan,nan,nan,nan,      
Nfyc,4,-1.0,nuclear transcription factor-Y gamma [Source:MGI Symbol;Acc:MGI:107901]      ,3,7.219372611,7.335806319,7.58635186,5.678819384,5.717916747,6.027351897999999,4.367021389,4.344922653,4.43704305,4.869472376,5.9189008770000004,5.217165329,2.645933943,2.98e-09,1.3600000000000001e-08,4.143617922,1.1799999999999999e-20,7.72e-20,2.040954321,8.98e-14,3.73e-13,1.497683979,0.009779773,0.034415904,nan,nan,nan,-2.102663601,5.95e-06,6.38e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Nkx2-2,2,-1.0,NK2 homeobox 2 [Source:MGI Symbol;Acc:MGI:97347]      ,4,-1.702350125,-1.7096690959999998,-1.7191886630000002,0.557712405,-0.447883354,-0.506347666,3.091786082,-0.163043309,-0.235025855,3.0390840089999998,0.554778074,3.947307489,-7.704327805,1.22e-06,4.32e-06,-6.272122225,3.19e-05,7.69e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Nr1d1,11,-1.0,nuclear receptor subfamily 1  group D  member 1 [Source:MGI Symbol;Acc:MGI:2444210]    ,6,4.615905197,3.690475743,3.623187971,4.587516478,5.028919553,5.352343613,4.004812384,3.2272847189999996,3.14154012,3.956425915,4.162078847,4.034987605,nan,nan,nan,nan,nan,nan,-1.322287417,0.018852854,0.030383222999999997,nan,nan,nan,nan,nan,nan,-2.13607826,0.002756667,0.013714365,nan, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210],nan,nan,nan,nan,nan,  group D  member 1 [Source:MGI Symbol;Acc:MGI:2444210]    
Nr1d2,14,-1.0,nuclear receptor subfamily 1  group D  member 2 [Source:MGI Symbol;Acc:MGI:2449205]    ,1,5.245097727,5.235365136,5.153295452,6.407800216,6.065128542,6.465899427999999,6.321198308,6.233740797,6.554156301,4.965889786,7.118888629,5.844083713,-1.4683599219999999,0.000820913,0.002027606,-1.6164356659999999,2.61e-05,6.35e-05,-1.548348566,3.79e-05,8.53e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group D, member 2 [Source:MGI Symbol;Acc:MGI:2449205],nan,nan,nan,nan,nan,  group D  member 2 [Source:MGI Symbol;Acc:MGI:2449205]    
Nr1h2,7,-1.0,nuclear receptor subfamily 1  group H  member 2 [Source:MGI Symbol;Acc:MGI:1352463]    ,2,6.00131716,5.595849967,5.72351559,3.7420821319999997,3.938001913,4.122466125,4.311894313,4.494728435,5.297450936000001,5.199218019,4.34036611,2.645862764,1.7666222930000002,0.005901466,0.012511481000000001,1.331744419,0.004973818,0.009136964000000001,2.555298441,4.839999999999999e-07,1.29e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group H, member 2 [Source:MGI Symbol;Acc:MGI:1352463],nan,nan,nan,nan,nan,  group H  member 2 [Source:MGI Symbol;Acc:MGI:1352463]    
Nr2c1,10,1.0,nuclear receptor subfamily 2  group C  member 1 [Source:MGI Symbol;Acc:MGI:1352465]    ,1,-0.123793536,-0.127621064,-0.132548748,2.838250121,3.638049366,3.54834933,3.275233843,2.026891537,3.5399913410000003,4.083259073,3.562226522,3.857382103,-10.90517746,4.479999999999999e-19,3.9800000000000004e-18,-9.857561648999999,1.57e-16,8.380000000000001e-16,-10.22996477,2.91e-18,1.52e-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465],nan,nan,nan,nan,nan,  group C  member 1 [Source:MGI Symbol;Acc:MGI:1352465]    
Nr2f1,13,-1.0,nuclear receptor subfamily 2  group F  member 1 [Source:MGI Symbol;Acc:MGI:1352451]    ,6,0.47084274600000003,1.820552542,1.616186208,6.713252715,6.672068885,6.882802578,3.0564663139999997,3.568534777,2.636101799,5.697403734,5.542801421,6.714932794,-6.781462446,4.21e-15,3e-14,-2.837468701,0.005511756,0.010050438,-7.545712481,2.94e-19,1.6e-18,3.943993745,8.96e-05,0.000617445,nan,nan,nan,-4.70824378,2.07e-06,2.42e-05,nan, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451],nan,nan,nan,nan,nan,  group F  member 1 [Source:MGI Symbol;Acc:MGI:1352451]    
Nr2f2,7,-1.0,nuclear receptor subfamily 2  group F  member 2 [Source:MGI Symbol;Acc:MGI:1352452]    ,6,0.10207694,2.698243459,0.943882953,5.62637838,5.74092429,6.269417943,2.819074734,1.47873309,1.419209507,6.3502901,5.527555107,4.590367175,-5.09702168,3.88e-06,1.3000000000000001e-05,nan,nan,nan,-5.330722606,9.22e-07,2.39e-06,4.841265484,0.00047989800000000003,0.0026975590000000004,nan,nan,nan,-5.07496641,0.000232859,0.001644955,nan, group F, member 2 [Source:MGI Symbol;Acc:MGI:1352452],nan,nan,nan,nan,nan,  group F  member 2 [Source:MGI Symbol;Acc:MGI:1352452]    
Nr2f6,8,-1.0,nuclear receptor subfamily 2  group F  member 6 [Source:MGI Symbol;Acc:MGI:1352453]    ,6,3.52531736,3.776129763,3.785224481,4.691615178999999,5.022813301,4.761420444,4.330593717,4.382666634,4.730195818,5.084402188,4.6008735739999995,2.4770911669999998,nan,nan,nan,-1.165172343,0.00617613,0.011189635,-1.629163706,1.26e-05,2.97e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group F, member 6 [Source:MGI Symbol;Acc:MGI:1352453],nan,nan,nan,nan,nan,  group F  member 6 [Source:MGI Symbol;Acc:MGI:1352453]    
